ID,RAJ2000,DEJ2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
J061908.29+251019.6,94.78456,25.172118,11.979,0.023,12.149,0.022,12.076,0.02,IV,CBe,,,15.214,0.005,13.845,0.004,12.9,0.0,13.17,0.0,12.79,0.0,12.314,12.149,12.076,0.021,0.022,0.02
J065212.34+094909.2,103.05145,9.8192245,12.546,0.023,12.662,0.03,12.608,0.028,IV,CBe,,,15.125,0.006,14.806,0.012,13.06,0.0,13.15,0.0,13.0,0.0,12.746,12.662,12.608,0.023,0.03,0.028
J040309.88+523538.0,60.791172,52.593914,11.894,0.023,12.053,0.029,11.953,0.023,IV,CBe,,,14.778,0.004,14.43,0.008,12.79,0.0,12.93,0.0,12.64,0.0,12.157,12.053,11.953,0.024,0.029,0.023
J040549.26+511508.6,61.45529,51.252399,11.917,0.023,12.186,0.032,12.054,0.027,IV,CBe,,,17.169,0.008,15.068,0.003,13.94,0.0,14.18,0.0,13.56,0.0,12.479,12.186,12.054,0.022,0.032,0.027
J064918.55+111355.9,102.32731,11.232213,12.58,0.042,12.722,0.022,12.624,0.026,IV,CBe,,,15.186,0.005,14.003,0.009,13.38,0.0,13.5,0.0,13.21,0.0,12.824,12.722,12.624,0.021,0.022,0.026
J053441.38+282148.0,83.67244,28.363334,11.811,0.024,12.208,0.022,12.015,0.02,IV,CBe,,,17.845,0.011,15.81,0.004,14.3,0.0,14.69,0.0,13.87,0.0,12.6,12.208,12.015,0.023,0.022,0.02
J055902.97+220922.7,89.762404,22.156329,15.209,0.042,15.349,0.101,15.389,0.141,IV,CBe,,,19.974,0.041,18.042,0.006,17.07,0.01,17.27,0.01,16.68,0.01,15.618,15.349,15.389,0.057,0.101,0.141
J055858.20+221235.0,89.742539,22.209735,14.004,0.029,14.275,0.049,14.152,0.055,IV,CBe,,,18.479,0.016,16.709,0.004,15.83,0.01,16.01,0.0,15.46,0.0,14.498,14.275,14.152,0.03,0.049,0.055
J060523.14+232634.5,91.346443,23.442923,13.846,0.029,14.121,0.045,13.961,0.047,IV,CBe,,,18.707,0.019,16.837,0.004,15.8,0.01,16.03,0.0,15.43,0.01,14.433,14.121,13.961,0.042,0.045,0.047
J053133.54+282300.1,82.889761,28.383367,12.228,0.022,12.559,0.027,12.421,0.021,IV,CBe,,,17.754,0.01,15.796,0.004,14.45,0.0,14.75,0.0,14.0,0.0,12.94,12.559,12.421,0.021,0.027,0.021
J053214.70+274002.3,83.061287,27.667324,13.861,0.029,14.199,0.038,14.015,0.052,IV,CBe,,,19.286,0.023,17.227,0.005,16.08,0.01,16.3,0.01,15.65,0.01,14.532,14.199,14.015,0.03,0.038,0.052
J054828.90+312019.2,87.120417,31.338694,13.267,0.026,13.512,0.03,13.36,0.035,IV,CBe,,,15.92,0.006,14.834,0.004,14.16,0.0,14.52,0.0,14.2,0.0,13.708,13.512,13.36,0.025,0.03,0.035
J055439.93+320300.2,88.666375,32.050056,13.01,0.025,13.298,0.038,13.145,0.024,IV,CBe,,,15.553,0.006,14.198,0.009,13.75,0.0,14.06,0.0,13.79,0.0,13.374,13.298,13.145,0.026,0.038,0.024
J053550.46+311039.2,83.960268,31.177576,13.255,0.027,13.666,0.03,13.468,0.036,IV,CBe,,,20.523,0.07,18.085,0.006,16.37,0.01,16.69,0.01,15.68,0.01,14.203,13.666,13.468,0.025,0.03,0.036
J054334.37+303829.0,85.893221,30.641414,14.018,0.03,14.392,0.038,14.311,0.063,IV,CBe,,,18.258,0.015,16.613,0.004,15.74,0.01,15.93,0.01,15.44,0.01,14.638,14.392,14.311,0.032,0.038,0.063
J054244.62+301257.4,85.685917,30.215964,14.71,0.039,15.075,0.068,14.741,0.091,IV,CBe,,,20.26,0.038,18.232,0.007,17.01,0.01,17.28,0.01,16.5,0.01,15.383,15.075,14.741,0.044,0.068,0.091
J055354.56+212353.5,88.47737,21.398203,11.35,0.023,11.657,0.02,11.487,0.022,IV,CBe,,,19.233,0.025,16.618,0.004,14.71,0.0,15.14,0.0,14.18,0.0,12.453,11.657,11.487,0.02,0.02,0.022
J055257.33+231001.0,88.238891,23.166958,10.161,0.023,10.502,0.023,10.284,0.02,IV,CBe,,,15.459,0.005,16.187,0.013,12.63,0.0,13.34,0.0,12.41,0.0,11.151,10.502,10.284,0.02,0.023,0.02
J054855.39+291629.5,87.230813,29.274862,12.082,0.023,12.283,0.019,12.164,0.02,IV,CBe,,,15.643,0.006,14.417,0.009,13.29,0.0,13.48,0.0,13.06,0.0,12.453,12.283,12.164,0.021,0.019,0.02
J055134.17+304159.4,87.892395,30.699848,12.042,0.023,12.226,0.034,12.131,0.027,IV,CBe,,,15.067,0.006,13.64,0.002,12.9,0.0,13.08,0.0,12.79,0.0,12.351,12.226,12.131,0.027,0.034,0.027
J055159.72+221943.0,87.998866,22.328634,15.112,0.043,15.381,0.077,15.217,0.136,IV,CBe,,,20.155,0.045,18.326,0.007,17.26,0.01,17.51,0.01,16.82,0.01,15.642,15.381,15.217,0.05,0.077,0.136
J055255.14+211758.2,88.22976,21.299526,14.531,0.033,14.615,0.043,14.476,0.065,IV,CBe,,,18.081,0.013,16.49,0.004,15.89,0.01,16.05,0.0,15.62,0.01,14.863,14.615,14.476,0.028,0.043,0.065
J053441.38+282148.0,83.67244,28.363334,11.811,0.024,12.208,0.022,12.015,0.02,IV,CBe,,,17.845,0.011,15.81,0.004,14.3,0.0,14.69,0.0,13.87,0.0,12.6,12.208,12.015,0.023,0.022,0.02
J060818.03+222634.9,92.07514,22.443044,11.166,0.024,11.562,0.022,11.351,0.022,IV,CBe,,,16.208,0.005,14.638,0.003,13.5,0.0,13.86,0.0,13.21,0.0,12.058,11.562,11.351,0.021,0.022,0.022
J041146.98+535924.2,62.945788,53.990082,11.017,0.023,11.236,0.029,11.069,0.021,IV,CBe,,,15.364,0.005,14.49,0.005,12.58,0.0,12.98,0.0,12.41,0.0,11.513,11.236,11.069,0.024,0.029,0.021
J060458.49+222506.3,91.243739,22.41843,14.146,0.031,14.353,0.04,14.168,0.052,IV,CBe,,,18.386,0.015,16.56,0.004,15.77,0.01,15.96,0.0,15.45,0.01,14.631,14.353,14.168,0.029,0.04,0.052
J054221.88+312329.2,85.591173,31.39146,14.219,0.03,14.655,0.05,14.36,0.055,IV,CBe,,,19.831,0.035,17.751,0.006,16.59,0.01,16.78,0.01,16.09,0.01,14.919,14.655,14.36,0.035,0.05,0.055
J053700.02+310932.1,84.25009,31.15892,13.365,0.026,13.742,0.029,13.48,0.033,IV,CBe,,,20.026,0.045,17.726,0.005,16.2,0.01,16.49,0.01,15.57,0.01,14.168,13.742,13.48,0.026,0.029,0.033
J061454.33+241729.5,93.726413,24.291546,12.355,0.024,12.572,0.022,12.384,0.021,IV,CBe,,,16.94,0.008,15.356,0.003,14.36,0.0,14.69,0.0,14.15,0.0,13.041,12.572,12.384,0.021,0.022,0.021
J061127.75+250449.2,92.865648,25.080349,14.768,0.036,14.889,0.056,14.69,0.079,IV,CBe,,,18.062,0.013,16.445,0.004,15.88,0.01,16.0,0.0,15.65,0.01,15.083,14.889,14.69,0.035,0.056,0.079
J054140.98+210000.2,85.420789,21.000083,14.506,0.033,14.735,0.068,14.449,0.082,IV,CBe,,,18.548,0.017,16.882,0.004,15.9,0.01,16.14,0.01,15.64,0.01,14.993,14.735,14.449,0.045,0.068,0.082
J054428.28+205845.8,86.117862,20.979392,16.08,0.072,15.849,0.165,16.399,,IV,CBe,,,19.862,0.041,18.04,0.006,17.3,0.02,17.45,0.01,16.91,0.01,16.194,15.849,16.399,0.086,0.165,
J054748.66+211214.8,86.952783,21.204126,13.929,0.029,14.088,0.043,13.942,0.044,IV,CBe,,,18.179,0.015,16.643,0.004,15.52,0.0,15.78,0.0,15.23,0.0,14.479,14.088,13.942,0.035,0.043,0.044
J061454.33+241729.5,93.726413,24.291546,12.355,0.024,12.572,0.022,12.384,0.021,IV,CBe,,,16.94,0.008,15.356,0.003,14.36,0.0,14.69,0.0,14.15,0.0,13.041,12.572,12.384,0.021,0.022,0.021
J055043.15+213609.2,87.679819,21.602576,12.827,0.025,13.016,0.032,12.881,0.025,IV,CBe,,,16.133,0.006,14.532,0.003,13.9,0.0,14.05,0.0,13.69,0.0,13.117,13.016,12.881,0.027,0.032,0.025
J054448.98+204810.3,86.204114,20.802879,13.159,0.027,13.39,0.026,13.239,0.031,IV,CBe,,,16.625,0.007,15.217,0.003,14.34,0.0,14.68,0.0,14.24,0.0,13.622,13.39,13.239,0.025,0.026,0.031
J052427.96+271902.1,81.116533,27.317255,14.463,0.034,14.602,0.057,14.5,0.066,VI,CBe,,,18.466,0.015,16.711,0.004,16.02,0.01,16.15,0.01,15.65,0.01,14.855,14.602,14.5,0.04,0.057,0.066
J052125.89+273213.8,80.357878,27.537192,14.758,0.035,14.832,0.053,14.735,0.075,VI,CBe,,,18.233,0.014,16.681,0.004,16.05,0.01,16.19,0.01,15.8,0.01,15.173,14.832,14.735,0.039,0.053,0.075
J052224.10+281046.5,80.60043,28.179589,,,,,,,II,unknown,,,19.6,0.033,17.933,0.006,17.25,0.01,17.39,0.01,16.93,0.01,16.315,15.895,15.86,0.094,0.14,0.196
J053207.00+291849.9,83.029198,29.313865,14.538,0.034,14.912,0.065,14.422,0.067,II,unknown,,,18.889,0.018,17.359,0.005,16.27,0.01,16.55,0.01,15.94,0.01,15.011,14.912,14.422,0.035,0.065,0.067
J055348.66+222032.0,88.45275,22.342246,14.896,0.042,15.271,0.073,15.025,0.114,II,unknown,,,20.151,0.046,18.128,0.006,17.09,0.01,17.28,0.01,16.62,0.01,15.454,15.271,15.025,0.045,0.073,0.114
J055138.01+324011.5,87.908401,32.669888,15.321,0.049,15.472,0.143,15.101,0.12,II,unknown,Variable Star,,18.516,0.016,17.029,0.005,16.45,0.01,16.57,0.01,16.16,0.01,15.672,15.472,15.101,0.059,0.143,0.12
J055326.93+215110.4,88.362221,21.8529,,,,,,,IV,unknown,,,18.752,0.02,17.171,0.004,16.5,0.01,16.68,0.01,16.24,0.01,15.491,15.208,15.05,0.064,0.079,0.122
J055142.27+222806.9,87.926164,22.468593,15.828,0.066,15.933,0.123,15.512,,IV,unknown,,,20.25,0.046,18.491,0.008,17.5,0.02,17.67,0.01,17.12,0.01,16.017,15.933,15.512,0.065,0.123,
J060325.09+215229.2,90.85455,21.874805,,,,,,,IV,unknown,,,19.919,0.038,18.113,0.006,17.39,0.02,17.52,0.01,17.04,0.03,16.072,16.021,15.966,0.082,0.184,0.273
J060608.17+224029.9,91.534055,22.674978,13.708,0.027,14.22,0.032,13.993,0.038,IV,unknown,,,18.351,0.016,16.338,0.004,15.38,0.0,15.72,0.0,15.23,0.01,14.441,14.22,13.993,0.029,0.032,0.038
J055323.68+215430.1,88.348673,21.908382,15.692,0.061,15.601,0.09,15.236,0.124,IV,unknown,,,19.48,0.031,17.7,0.005,17.08,0.02,17.24,0.01,16.78,0.02,15.922,15.601,15.236,0.064,0.09,0.124
J054100.76+212756.1,85.253182,21.465586,11.211,0.023,11.506,0.022,11.353,0.018,IV,unknown,,,16.413,0.007,16.006,0.014,13.12,0.0,13.35,0.0,12.73,0.0,11.809,11.506,11.353,0.021,0.022,0.018
J035024.75+503720.0,57.603129,50.622239,12.98,0.025,13.24,0.038,13.155,0.039,IV,unknown,,,18.751,0.017,16.641,0.005,15.28,0.01,15.53,0.0,14.8,0.01,13.608,13.24,13.155,0.028,0.038,0.039
J053505.75+284122.1,83.773978,28.689484,,,,,,,VI,unknown,,,20.124,0.037,18.07,0.006,16.56,0.01,16.85,0.01,16.01,0.01,14.715,14.264,14.067,0.027,0.041,0.047
J052618.22+285524.2,81.575928,28.923403,,,,,,,VI,unknown,,,20.728,0.057,19.168,0.011,18.08,0.03,18.39,0.03,17.73,0.02,17.013,16.539,17.15,0.152,,
J052343.33+282240.4,80.930562,28.377913,,,,,,,VI,unknown,,,19.97,0.046,18.314,0.007,17.69,0.02,17.81,0.01,17.4,0.02,16.402,16.592,16.357,0.109,0.27,
J055209.41+220455.1,88.039211,22.081976,,,,,,,VI,unknown,,,19.896,0.04,18.051,0.006,17.02,0.01,17.27,0.01,16.69,0.01,15.859,15.44,15.138,0.057,0.084,0.12
J060529.32+233314.3,91.372184,23.553981,14.679,0.034,15.177,0.098,14.762,0.086,VI,unknown,,,19.381,0.03,17.69,0.005,16.61,0.01,16.86,0.0,16.27,0.01,15.32,15.177,14.762,0.052,0.098,0.086
J052439.71+282108.3,81.165466,28.352315,,,,,,,VI,unknown,,,17.368,0.009,16.293,0.004,15.83,0.01,15.98,0.01,15.64,0.01,15.106,15.035,14.738,0.051,0.07,0.084
J054949.20+222802.2,87.455002,22.467304,14.82,0.039,15.463,0.106,15.132,0.123,VI,unknown,,,20.001,0.046,18.019,0.006,17.1,0.01,17.28,0.01,16.68,0.01,15.767,15.463,15.132,0.073,0.106,0.123
J061118.04+253033.7,92.825193,25.509388,,,,,,,VI,unknown,,,19.505,0.033,18.055,0.006,17.09,0.01,17.31,0.01,16.74,0.01,16.073,15.837,15.984,0.069,0.135,0.205
J034638.80+494703.7,56.661669,49.784373,12.406,0.024,12.731,0.033,12.558,0.028,VI,unknown,,,18.279,0.022,17.35,0.013,14.4,0.0,14.72,0.0,14.0,0.0,13.034,12.731,12.558,0.024,0.033,0.028
J060403.62+215742.4,91.015084,21.961795,,,,,,,VI,unknown,,,19.747,0.035,17.823,0.006,17.02,0.02,17.13,0.01,16.54,0.02,15.629,15.4,15.321,0.065,0.131,0.144
J054929.89+215528.5,87.374547,21.924592,,,,,,,VI,unknown,,,18.439,0.016,16.901,0.004,16.39,0.01,16.52,0.0,16.13,0.01,15.532,15.304,15.289,0.046,0.078,0.125
J061808.73+244945.4,94.53639,24.829292,,,,,,,VI,unknown,,,18.174,0.014,16.692,0.004,16.17,0.01,16.3,0.0,15.95,0.01,15.433,15.294,15.127,0.041,0.079,0.1
J054732.56+204941.6,86.885705,20.828228,14.87,0.036,15.162,0.085,14.796,0.092,VI,unknown,,,18.92,0.021,17.19,0.005,16.31,0.01,16.52,0.0,16.04,0.01,15.221,15.162,14.796,0.058,0.085,0.092
J053008.67+274437.8,82.536141,27.74385,15.004,0.042,15.467,0.104,15.041,0.115,VI,unknown,,,19.354,0.025,17.503,0.005,16.71,0.01,16.86,0.01,16.33,0.01,15.558,15.467,15.041,0.055,0.104,0.115
J052830.53+283041.0,82.12722,28.511416,14.514,0.033,15.037,0.076,14.68,0.082,VI,unknown,,,18.781,0.019,17.347,0.005,16.38,0.01,16.65,0.01,16.03,0.01,15.258,15.037,14.68,0.041,0.076,0.082
J053508.84+291228.6,83.786849,29.207962,,,,,,,VI,unknown,,,18.467,0.015,17.19,0.005,16.2,0.01,16.42,0.01,15.81,0.01,14.914,14.719,14.48,0.035,0.052,0.064
J052940.53+281532.4,82.418916,28.259022,,,,,,,VI,unknown,,,19.427,0.03,17.719,0.006,16.87,0.01,17.08,0.01,16.5,0.01,15.676,15.388,15.374,0.053,0.086,0.144
J052704.32+292640.3,81.768001,29.444532,,,,,,,VI,unknown,,,19.197,0.024,17.569,0.005,17.0,0.01,17.12,0.01,16.71,0.01,15.998,15.747,15.3,0.065,0.141,
J053220.60+292803.5,83.085855,29.467641,15.669,0.057,15.913,0.153,15.312,0.138,VI,unknown,,,19.556,0.025,18.011,0.006,17.23,0.01,17.39,0.01,16.83,0.01,16.138,15.913,15.312,0.068,0.153,0.138
J053017.11+282002.7,82.571308,28.334099,14.573,0.033,14.769,0.059,14.398,0.067,VI,unknown,,,19.082,0.021,17.176,0.005,16.24,0.01,16.41,0.0,15.85,0.0,15.042,14.769,14.398,0.04,0.059,0.067
J055858.76+231637.2,89.744853,23.277021,,,,,,,VI,unknown,,,19.966,0.04,17.95,0.006,16.72,0.01,16.95,0.0,16.21,0.01,14.979,14.699,14.491,0.038,0.062,0.07
J053212.92+292620.6,83.05386,29.439069,13.956,0.029,14.253,0.043,14.253,0.063,VI,unknown,,,18.851,0.018,16.93,0.005,15.98,0.01,16.19,0.01,15.56,0.01,14.655,14.253,14.253,0.034,0.043,0.063
J053106.19+302814.5,82.775813,30.47071,14.527,0.033,14.84,0.066,14.548,0.079,VI,unknown,,,20.828,0.081,18.683,0.008,17.21,0.01,17.51,0.01,16.61,0.01,15.317,14.84,14.548,0.052,0.066,0.079
J054953.45+285347.9,87.472746,28.896655,12.708,0.024,13.011,0.028,12.903,0.028,VI,CBe,,,15.965,0.005,14.586,0.003,13.86,0.0,14.11,0.0,13.74,0.0,13.154,13.011,12.903,0.024,0.028,0.028
J054826.73+292313.6,87.111382,29.387112,14.659,0.035,15.076,0.084,14.874,0.098,VI,CBe,,,19.66,0.028,17.722,0.006,16.74,0.01,16.95,0.01,16.32,0.01,15.409,15.076,14.874,0.05,0.084,0.098
J035717.28+494855.7,59.322008,49.815495,12.734,0.023,12.904,0.031,12.813,0.026,VI,CBe,,,16.435,0.006,15.123,0.003,14.17,0.0,14.37,0.0,13.9,0.0,13.111,12.904,12.813,0.027,0.031,0.026
J040019.13+513554.9,60.079731,51.598586,12.619,0.025,12.878,0.029,12.712,0.029,VI,CBe,,,17.855,0.012,15.861,0.003,14.73,0.0,14.9,0.0,14.26,0.0,13.169,12.878,12.712,0.026,0.029,0.029
J053302.06+273659.9,83.258605,27.616656,14.478,0.034,14.783,0.057,14.615,0.076,VI,CBe,,,19.116,0.02,17.35,0.005,16.41,0.01,16.59,0.01,16.0,0.01,14.987,14.783,14.615,0.035,0.057,0.076
J052723.30+275200.2,81.8471,27.866748,14.482,0.032,14.669,0.051,14.576,0.072,VI,CBe,,,18.782,0.019,16.998,0.005,16.07,0.01,16.29,0.01,15.72,0.01,14.962,14.669,14.576,0.036,0.051,0.072
J052425.57+275337.7,81.106555,27.893812,15.047,0.04,15.126,0.084,15.151,0.115,VI,CBe,,,19.123,0.023,17.412,0.005,16.64,0.01,16.81,0.01,16.29,0.01,15.425,15.126,15.151,0.061,0.084,0.115
J052359.56+281840.5,80.998174,28.311269,14.799,0.036,15.105,0.074,14.9,0.088,VI,CBe,,,18.664,0.02,16.964,0.005,16.38,0.01,16.49,0.01,16.06,0.01,15.369,15.105,14.9,0.048,0.074,0.088
J052419.31+293442.1,81.080466,29.578372,14.779,0.036,14.882,0.062,14.782,0.081,VI,CBe,,,18.883,0.023,17.219,0.005,16.36,0.01,16.59,0.01,16.11,0.01,15.284,14.882,14.782,0.042,0.062,0.081
J052734.55+295219.2,81.893984,29.872021,15.58,0.056,15.634,0.114,15.482,0.152,VI,CBe,,,19.259,0.028,17.62,0.005,16.85,0.01,16.99,0.01,16.51,0.01,15.766,15.634,15.482,0.058,0.114,0.152
J053452.52+285955.3,83.718857,28.998705,14.075,0.03,14.429,0.039,14.161,0.052,VI,CBe,,,19.616,0.033,17.546,0.005,16.34,0.01,16.55,0.01,15.84,0.01,14.707,14.429,14.161,0.03,0.039,0.052
J052950.98+272344.1,82.462435,27.395598,15.626,0.053,15.991,0.152,15.884,0.214,VI,CBe,,,19.267,0.022,17.815,0.006,17.07,0.02,17.27,0.01,16.76,0.01,16.016,15.991,15.884,0.061,0.152,0.214
J052630.97+291516.9,81.629076,29.254709,14.723,0.034,14.945,0.063,14.808,0.085,VI,CBe,,,18.186,0.013,16.579,0.004,16.01,0.01,16.13,0.01,15.77,0.01,15.107,14.945,14.808,0.042,0.063,0.085
J052619.76+290952.6,81.582367,29.164636,15.722,0.056,15.47,0.099,15.461,0.168,VI,CBe,,,19.26,0.026,17.61,0.005,16.97,0.01,17.12,0.01,16.72,0.01,15.964,15.47,15.461,0.065,0.099,0.168
J053606.93+290404.9,84.028906,29.068048,13.962,0.029,14.284,0.039,14.086,0.046,VI,CBe,,,19.703,0.03,17.645,0.006,16.41,0.01,16.65,0.01,15.9,0.01,14.651,14.284,14.086,0.028,0.039,0.046
J053215.39+300807.4,83.064155,30.135403,14.605,0.034,14.856,0.062,14.724,0.085,VI,CBe,,,19.554,0.028,17.662,0.006,16.66,0.01,16.84,0.01,16.21,0.01,15.219,14.856,14.724,0.048,0.062,0.085
J053151.00+300220.8,82.962527,30.039135,13.955,0.029,14.161,0.036,13.972,0.049,VI,CBe,,,18.511,0.016,16.731,0.004,15.8,0.01,15.96,0.01,15.37,0.0,14.422,14.161,13.972,0.029,0.036,0.049
J052349.93+282306.9,80.958076,28.385271,15.04,0.041,15.129,0.072,15.065,0.097,VI,CBe,,,18.301,0.016,16.758,0.004,16.25,0.01,16.36,0.01,16.02,0.01,15.377,15.129,15.065,0.049,0.072,0.097
J054939.09+304005.5,87.412907,30.668204,13.772,0.028,13.972,0.04,13.796,0.046,VI,CBe,,,17.343,0.009,15.778,0.004,15.11,0.0,15.31,0.0,14.86,0.0,14.145,13.972,13.796,0.028,0.04,0.046
J055148.49+311228.1,87.95206,31.207814,13.675,0.029,13.975,0.052,13.868,0.043,VI,CBe,,,16.806,0.007,15.373,0.004,14.9,0.0,15.03,0.0,14.65,0.0,14.184,13.975,13.868,0.044,0.052,0.043
J064958.38+111213.7,102.49329,11.20382,12.533,0.024,12.6,0.026,12.547,0.03,VI,CBe,,,14.949,0.005,15.176,0.01,12.93,0.0,13.06,0.0,12.86,0.0,12.641,12.6,12.547,0.026,0.026,0.03
J064756.01+111447.9,101.98341,11.246665,12.1,0.023,12.132,0.024,12.135,0.027,VI,CBe,Star in Cluster,,13.616,0.004,12.638,0.001,12.3,0.0,12.7,0.0,12.29,0.0,12.141,12.132,12.135,0.024,0.024,0.027
J053051.31+295319.7,82.71382,29.88882,13.937,0.029,14.231,0.042,14.08,0.052,VI,CBe,,,19.136,0.022,17.252,0.005,16.16,0.01,16.38,0.01,15.65,0.01,14.638,14.231,14.08,0.032,0.042,0.052
J055022.49+302444.6,87.593726,30.412397,14.871,0.035,14.952,0.078,14.982,0.117,VI,CBe,,,18.027,0.012,16.63,0.004,16.03,0.01,16.23,0.01,15.79,0.01,15.099,14.952,14.982,0.046,0.078,0.117
J034957.75+481412.3,57.490663,48.23676,11.9,0.024,12.103,0.029,12.019,0.024,VI,CBe,,,15.741,0.004,14.116,0.003,13.22,0.0,13.49,0.0,13.03,0.0,12.291,12.103,12.019,0.023,0.029,0.024
J033858.56+492555.3,54.744007,49.432045,13.387,0.026,13.553,0.033,13.451,0.038,VI,CBe,,,16.469,0.006,14.904,0.003,14.42,0.0,14.55,0.0,14.21,0.0,13.65,13.553,13.451,0.027,0.033,0.038
J035852.52+512056.8,59.718866,51.349119,12.476,0.023,12.71,0.03,12.576,0.024,VI,CBe,,,16.355,0.006,14.694,0.003,13.95,0.0,14.04,0.0,13.58,0.0,12.857,12.71,12.576,0.027,0.03,0.024
J040402.17+524152.0,61.009064,52.697797,12.106,0.023,12.305,0.031,12.172,0.019,VI,CBe,Star in Cluster,,16.158,0.006,14.426,0.003,13.6,0.0,13.8,0.0,13.31,0.0,12.572,12.305,12.172,0.027,0.031,0.019
J035651.00+521526.2,59.212503,52.257304,12.127,0.023,12.373,0.034,12.289,0.031,VI,CBe,,,16.137,0.006,14.929,0.003,13.51,0.0,13.74,0.0,13.32,0.0,12.613,12.373,12.289,0.025,0.034,0.031
J064725.59+114123.3,101.85665,11.689823,11.928,0.024,11.982,0.024,11.913,0.021,VI,CBe,Star in Cluster,,14.987,0.007,13.008,0.001,12.65,0.0,12.7,0.0,12.52,0.0,12.05,11.982,11.913,0.021,0.024,0.021
J064750.00+110915.5,101.95837,11.154312,12.903,0.024,12.95,0.021,12.885,0.029,VI,CBe,,,15.219,0.004,13.894,0.003,13.54,0.0,13.61,0.0,13.37,0.0,13.083,12.95,12.885,0.022,0.021,0.029
J064750.00+110915.5,101.95837,11.154312,12.903,0.024,12.95,0.021,12.885,0.029,VI,CBe,,,15.219,0.004,13.894,0.003,13.54,0.0,13.61,0.0,13.37,0.0,13.083,12.95,12.885,0.022,0.021,0.029
J055351.72+215537.2,88.465503,21.927011,13.361,0.026,13.476,0.026,13.44,0.03,VI,CBe,,,16.171,0.006,14.696,0.003,14.3,0.0,14.44,0.0,14.13,0.0,13.635,13.476,13.44,0.024,0.026,0.03
J052643.49+291201.8,81.681249,29.200506,14.356,0.031,14.548,0.05,14.424,0.06,VI,CBe,,,17.642,0.011,16.095,0.004,15.54,0.01,15.67,0.0,15.31,0.01,14.68,14.548,14.424,0.03,0.05,0.06
J054335.88+304939.2,85.899515,30.827564,13.698,0.027,14.096,0.036,13.903,0.049,VI,CBe,,,18.262,0.014,16.355,0.004,15.48,0.01,15.6,0.0,15.09,0.01,14.285,14.096,13.903,0.03,0.036,0.049
J061041.26+252945.5,92.671921,25.495976,13.946,0.031,14.164,0.043,14.086,0.041,VI,CBe,,,16.81,0.008,15.413,0.003,14.93,0.0,15.11,0.0,14.79,0.0,14.272,14.164,14.086,0.026,0.043,0.041
J061835.30+260602.5,94.647101,26.10072,14.284,0.031,14.365,0.041,14.265,0.051,VI,CBe,,,17.038,0.008,15.546,0.003,15.07,0.0,15.17,0.0,14.89,0.0,14.531,14.365,14.265,0.03,0.041,0.051
J055557.52+221542.0,88.989669,22.261672,15.217,0.048,15.545,0.103,15.324,0.138,VI,CBe,,,19.41,0.03,17.792,0.005,17.02,0.01,17.24,0.01,16.75,0.01,15.74,15.545,15.324,0.056,0.103,0.138
J055655.09+221659.4,89.229561,22.283167,15.083,0.043,15.305,0.084,15.107,0.112,VI,CBe,,,19.21,0.024,17.575,0.005,16.7,0.01,16.88,0.01,16.45,0.01,15.552,15.305,15.107,0.047,0.084,0.112
J055908.99+221328.1,89.787485,22.224497,14.733,0.035,15.202,0.097,14.898,0.092,VI,CBe,,,19.705,0.034,17.735,0.005,16.84,0.01,17.01,0.0,16.45,0.01,15.414,15.202,14.898,0.054,0.097,0.092
J055800.19+224331.5,89.500806,22.725438,14.601,0.034,14.94,0.055,14.685,0.082,VI,CBe,,,19.598,0.032,17.73,0.005,16.73,0.01,16.89,0.0,16.23,0.01,15.218,14.94,14.685,0.035,0.055,0.082
J055335.85+220639.4,88.399405,22.110951,14.55,0.036,14.699,0.052,14.551,0.079,VI,CBe,,,18.357,0.016,16.694,0.004,16.05,0.01,16.21,0.0,15.73,0.01,14.905,14.699,14.551,0.032,0.052,0.079
J060041.80+234709.4,90.174199,23.785951,14.034,0.03,14.374,0.053,14.106,0.043,VI,CBe,,,18.538,0.018,16.662,0.004,15.84,0.01,15.98,0.0,15.42,0.01,14.509,14.374,14.106,0.031,0.053,0.043
J060606.12+244653.7,91.525508,24.78161,14.888,0.041,15.032,0.06,14.848,0.088,VI,CBe,,,18.195,0.015,16.714,0.004,16.12,0.01,16.25,0.0,15.88,0.01,15.22,15.032,14.848,0.038,0.06,0.088
J053453.25+283058.6,83.721901,28.516289,12.597,0.023,13.094,0.025,12.896,0.025,VI,CBe,,,18.664,0.018,16.595,0.004,15.26,0.0,15.51,0.0,14.71,0.0,13.5,13.094,12.896,0.024,0.025,0.025
J062811.33+004654.5,97.047214,0.781809,11.528,0.023,11.785,0.022,11.665,0.023,VI,CBe,,,19.022,0.03,16.38,0.003,14.5,0.0,14.9,0.0,13.99,0.0,12.499,11.785,11.665,0.021,0.022,0.023
J062939.48+005504.4,97.41452,0.9178937,9.503,0.023,9.816,0.026,9.634,0.026,VI,CBe,,,16.941,0.009,15.16,0.005,12.42,0.0,12.83,0.0,11.97,0.0,10.501,9.816,9.634,0.024,0.026,0.026
