ID,RAJ2000,DEJ2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
J054305.08+303014.6,85.771179,30.504074,14.45,0.035,14.806,0.058,14.622,0.078,VI,CBe,,,19.295,0.026,17.424,0.005,16.37,0.01,16.6,0.01,16.0,0.01,15.037,14.806,14.622,0.036,0.058,0.078
J054728.15+313243.0,86.867331,31.5453,15.493,0.048,15.796,0.146,15.601,,VI,CBe,,,18.872,0.022,17.348,0.005,16.88,0.01,17.0,0.01,16.6,0.01,16.138,15.796,15.601,0.087,0.146,
J054325.29+310333.5,85.855404,31.059308,15.104,0.041,15.352,0.087,15.353,0.147,VI,CBe,,,19.885,0.04,18.047,0.006,17.04,0.01,17.25,0.01,16.64,0.01,15.793,15.352,15.353,0.061,0.087,0.147
J054713.60+313007.8,86.806687,31.502171,14.244,0.032,14.601,0.071,14.47,0.082,VI,CBe,,,18.132,0.015,16.49,0.004,15.89,0.01,16.02,0.01,15.53,0.01,14.804,14.601,14.47,0.04,0.071,0.082
J055111.23+311242.2,87.796799,31.211729,13.96,0.029,13.996,0.043,13.992,0.052,VI,CBe,,,16.521,0.007,15.096,0.004,14.77,0.0,14.89,0.0,14.6,0.0,14.169,13.996,13.992,0.028,0.043,0.052
J061808.72+244509.7,94.536374,24.752701,15.313,0.046,15.364,0.081,15.309,0.112,VI,CBe,,,18.41,0.016,16.886,0.004,16.28,0.01,16.4,0.0,16.04,0.01,15.563,15.364,15.309,0.046,0.081,0.112
J055222.83+204152.3,88.095161,20.697878,10.898,0.062,11.286,0.03,11.082,0.044,VI,CBe,,,24.651,40.354,14.845,0.004,14.19,0.0,14.63,0.0,13.68,0.0,12.102,11.286,11.082,0.026,0.03,0.044
J054725.50+211038.9,86.856256,21.177488,11.337,0.023,11.624,0.023,11.478,0.021,VI,CBe,,,18.524,0.017,15.958,0.004,14.11,0.0,14.53,0.0,13.7,0.0,12.364,11.624,11.478,0.021,0.023,0.021
J055321.01+223039.1,88.337548,22.510868,10.346,0.023,10.883,0.021,10.565,0.019,VI,CBe,,,20.574,0.058,17.488,0.005,14.86,0.0,15.37,0.0,14.08,0.0,11.872,10.883,10.565,0.02,0.021,0.019
J061646.97+245111.4,94.195709,24.853193,12.502,0.024,12.649,0.023,12.537,0.02,VI,CBe,,,15.983,0.005,14.326,0.003,13.68,0.0,13.83,0.0,13.43,0.0,12.813,12.649,12.537,0.022,0.023,0.02
J055239.95+305147.0,88.166491,30.86307,13.792,0.027,13.899,0.03,13.844,0.042,VI,CBe,,,16.096,0.006,14.947,0.004,14.57,0.0,14.73,0.0,14.41,0.0,14.004,13.899,13.844,0.034,0.03,0.042
J054953.45+285347.9,87.472746,28.896655,12.708,0.024,13.011,0.028,12.903,0.028,VI,CBe,,,15.965,0.005,14.586,0.003,13.86,0.0,14.11,0.0,13.74,0.0,13.154,13.011,12.903,0.024,0.028,0.028
J055119.23+303726.5,87.830147,30.624031,13.798,0.028,14.05,0.055,13.824,0.048,VI,CBe,,,16.643,0.007,15.238,0.004,14.9,0.0,14.96,0.0,14.65,0.0,14.162,14.05,13.824,0.036,0.055,0.048
J054939.09+304005.5,87.412907,30.668204,13.772,0.028,13.972,0.04,13.796,0.046,VI,CBe,,,17.343,0.009,15.778,0.004,15.11,0.0,15.31,0.0,14.86,0.0,14.145,13.972,13.796,0.028,0.04,0.046
J054908.22+203739.9,87.284271,20.627755,14.095,0.03,14.364,0.043,14.252,0.044,VI,CBe,,,18.903,0.02,17.065,0.005,15.91,0.01,16.17,0.0,15.57,0.01,14.693,14.364,14.252,0.027,0.043,0.044
J055009.37+221744.7,87.539042,22.29576,14.92,0.04,15.453,0.098,15.477,0.145,VI,CBe,,,18.922,0.02,17.326,0.005,16.64,0.01,16.81,0.01,16.41,0.01,15.6,15.453,15.477,0.065,0.098,0.145
J053350.41+301840.4,83.460068,30.311236,14.151,0.029,14.55,0.044,14.302,0.062,VI,CBe,,,19.794,0.036,17.689,0.006,16.55,0.01,16.76,0.01,16.04,0.01,14.893,14.55,14.302,0.038,0.044,0.062
J055615.11+225052.1,89.062982,22.847806,12.315,0.035,12.711,0.045,12.525,0.042,VI,CBe,,,18.084,0.013,16.064,0.004,14.77,0.0,15.04,0.0,14.28,0.0,13.08,12.711,12.525,0.038,0.045,0.042
J060502.13+222434.4,91.258875,22.409579,13.511,0.027,13.769,0.031,13.537,0.03,VI,CBe,,,17.575,0.01,15.865,0.004,15.08,0.0,15.27,0.0,14.77,0.01,13.889,13.769,13.537,0.023,0.031,0.03
J060406.30+215428.3,91.026284,21.907883,14.136,0.03,14.497,0.068,14.364,0.077,VI,CBe,,,18.987,0.021,17.102,0.004,16.17,0.01,16.37,0.0,15.79,0.01,14.831,14.497,14.364,0.05,0.068,0.077
J055936.98+224859.6,89.904108,22.816582,14.351,0.031,14.612,0.058,14.424,0.065,VI,CBe,,,18.887,0.022,17.204,0.004,16.29,0.01,16.51,0.0,15.86,0.01,14.773,14.612,14.424,0.037,0.058,0.065
J060556.73+234555.8,91.4864,23.76551,13.623,0.027,13.793,0.029,13.736,0.039,VI,CBe,,,17.761,0.012,15.974,0.004,15.11,0.0,15.28,0.0,14.8,0.0,14.085,13.793,13.736,0.025,0.029,0.039
J061531.62+235542.2,93.88178,23.928412,14.672,0.037,14.759,0.059,14.845,0.1,VI,CBe,,,19.106,0.023,17.36,0.005,16.3,0.01,16.53,0.0,16.0,0.01,15.243,14.759,14.845,0.047,0.059,0.1
J061038.88+235655.8,92.662015,23.948836,15.666,0.053,15.63,0.105,15.639,0.159,VI,CBe,,,19.798,0.035,18.025,0.006,17.19,0.01,17.41,0.01,16.97,0.01,16.075,15.63,15.639,0.069,0.105,0.159
J060521.63+240958.0,91.340159,24.166127,15.296,0.047,15.267,0.088,15.236,0.115,VI,CBe,,,19.439,0.028,17.626,0.005,16.82,0.01,16.98,0.01,16.51,0.01,15.814,15.267,15.236,0.058,0.088,0.115
J061835.30+260602.5,94.647101,26.10072,14.284,0.031,14.365,0.041,14.265,0.051,VI,CBe,,,17.038,0.008,15.546,0.003,15.07,0.0,15.17,0.0,14.89,0.0,14.531,14.365,14.265,0.03,0.041,0.051
J054734.28+195257.2,86.892847,19.88257,13.726,0.028,14.057,0.045,13.932,0.042,VI,CBe,,,17.064,0.008,15.561,0.004,15.06,0.0,15.19,0.0,14.82,0.0,14.221,14.057,13.932,0.031,0.045,0.042
J055251.30+215909.3,88.213753,21.985934,12.671,0.025,12.9,0.023,12.804,0.024,VI,CBe,,,16.568,0.007,14.865,0.003,14.21,0.0,14.38,0.0,13.94,0.0,13.111,12.9,12.804,0.023,0.023,0.024
J054607.97+205947.9,86.533216,20.996658,13.587,0.028,13.696,0.028,13.636,0.04,VI,CBe,,,17.342,0.01,15.656,0.004,14.94,0.0,15.13,0.0,14.69,0.0,13.995,13.696,13.636,0.028,0.028,0.04
J055323.38+211332.6,88.347445,21.225732,13.426,0.026,13.536,0.027,13.476,0.03,VI,CBe,,,16.274,0.006,14.762,0.003,14.39,0.0,14.5,0.0,14.19,0.0,13.688,13.536,13.476,0.023,0.027,0.03
J055017.86+213403.3,87.574448,21.567598,13.703,0.028,13.984,0.037,13.893,0.042,VI,CBe,,,16.516,0.007,15.113,0.003,14.68,0.0,14.83,0.0,14.54,0.0,14.095,13.984,13.893,0.031,0.037,0.042
J054805.46+205200.4,87.022769,20.866783,15.73,0.058,15.634,0.129,15.52,0.176,VI,CBe,,,19.564,0.03,17.787,0.006,16.99,0.01,17.14,0.01,16.67,0.01,15.885,15.634,15.52,0.061,0.129,0.176
J060535.23+223555.5,91.396803,22.598773,13.864,0.082,13.974,0.036,13.788,0.042,VI,CBe,,,17.546,0.01,15.907,0.003,15.18,0.0,15.33,0.0,14.85,0.0,14.117,13.974,13.788,0.031,0.036,0.042
J055739.80+233156.6,89.415872,23.532393,12.167,0.024,12.458,0.024,12.288,0.026,VI,CBe,,,17.572,0.011,15.421,0.003,14.26,0.0,14.45,0.0,13.75,0.0,12.73,12.458,12.288,0.022,0.024,0.026
J060718.54+234837.9,91.827281,23.81055,13.553,0.03,13.766,0.038,13.702,0.037,VI,CBe,,,17.02,0.008,15.4,0.003,14.76,0.0,14.9,0.0,14.52,0.0,13.956,13.766,13.702,0.029,0.038,0.037
J054548.36+205716.7,86.451505,20.954642,14.017,0.029,14.169,0.042,14.086,0.052,VI,CBe,,,17.297,0.01,15.704,0.003,15.17,0.0,15.29,0.0,14.93,0.0,14.372,14.169,14.086,0.027,0.042,0.052
J054554.11+290608.5,86.475472,29.102378,11.707,0.024,11.877,0.021,11.747,0.02,VI,CBe,,,16.02,0.007,15.229,0.015,13.0,0.0,13.18,0.0,12.73,0.0,12.114,11.877,11.747,0.022,0.021,0.02
J060139.33+224046.3,90.413898,22.679544,9.09,0.024,10.858,0.032,10.086,0.02,I,HAeBe,,,17.82,0.011,15.459,0.003,13.8,0.0,14.2,0.0,13.28,0.0,11.739,10.858,10.086,0.023,0.032,0.02
J053401.62+283826.9,83.50676,28.64081,10.182,0.022,12.348,0.026,11.493,0.02,II,HAeBe,,,16.968,0.008,15.142,0.004,14.32,0.0,14.47,0.0,13.9,0.0,12.949,12.348,11.493,0.024,0.026,0.02
J055054.77+201447.6,87.72822,20.246568,7.401,0.031,9.547,0.029,8.578,0.02,V,HAeBe,,,14.853,0.004,13.601,0.003,12.37,0.0,12.86,0.0,12.31,0.0,10.7,9.547,8.578,0.021,0.029,0.02
J054343.57+285830.5,85.931566,28.975158,14.72,0.036,15.021,0.072,14.891,0.097,II,HII-region,,,20.217,0.039,18.253,0.007,17.0,0.01,17.26,0.01,16.54,0.01,15.491,15.021,14.891,0.049,0.072,0.097
J035509.28+522611.0,58.788701,52.436392,12.767,0.024,12.941,0.032,12.824,0.03,II,HII-region,,,16.434,0.006,15.058,0.003,14.15,0.0,14.37,0.0,13.9,0.0,13.125,12.941,12.824,0.026,0.032,0.03
J035357.23+522650.6,58.488464,52.447409,12.242,0.023,12.423,0.03,12.37,0.031,II,HII-region,,,15.332,0.004,13.987,0.002,13.38,0.0,13.55,0.0,13.16,0.0,12.555,12.423,12.37,0.023,0.03,0.031
J035644.16+521853.7,59.184004,52.314944,12.747,0.023,12.966,0.033,12.885,0.03,II,HII-region,,,16.745,0.007,15.235,0.003,14.19,0.0,14.36,0.0,13.94,0.0,13.234,12.966,12.885,0.026,0.033,0.03
J054238.78+285256.3,85.661596,28.882318,11.73,0.024,12.177,0.023,11.95,0.022,II,HII-region,,,17.829,0.011,16.162,0.004,14.64,0.0,14.98,0.0,14.05,0.0,12.576,12.177,11.95,0.022,0.023,0.022
J054409.18+290321.0,86.038259,29.055842,13.468,0.027,13.652,0.029,13.536,0.034,II,HII-region,,,16.727,0.007,15.256,0.004,14.73,0.0,14.86,0.0,14.44,0.0,13.857,13.652,13.536,0.024,0.029,0.034
J054350.02+290110.4,85.958423,29.019579,13.896,0.027,14.127,0.042,13.944,0.049,II,HII-region,,,17.761,0.01,16.069,0.004,15.36,0.0,15.52,0.0,15.05,0.0,14.312,14.127,13.944,0.026,0.042,0.049
J054419.25+285808.2,86.080234,28.968962,13.116,0.025,13.448,0.021,13.321,0.03,II,HII-region,,,16.916,0.007,15.26,0.004,14.65,0.0,14.79,0.0,14.33,0.0,13.649,13.448,13.321,0.023,0.021,0.03
J053749.26+282912.1,84.455287,28.48671,14.836,0.039,14.954,0.068,15.082,0.119,II,HII-region,,,20.071,0.036,18.117,0.006,17.08,0.01,17.26,0.01,16.58,0.01,15.43,14.954,15.082,0.046,0.068,0.119
J053606.69+284557.9,84.027905,28.766101,14.752,0.037,15.07,0.065,15.095,0.109,II,HII-region,,,20.157,0.037,18.183,0.006,17.18,0.01,17.35,0.01,16.65,0.01,15.588,15.07,15.095,0.045,0.065,0.109
J053632.23+275811.6,84.134305,27.969904,14.443,0.033,14.71,0.052,14.472,0.065,II,HII-region,,,20.727,0.053,18.483,0.007,17.05,0.01,17.31,0.01,16.42,0.01,15.213,14.71,14.472,0.037,0.052,0.065
J053951.87+290041.1,84.966146,29.01142,13.627,0.028,14.224,0.056,14.059,0.06,II,HII-region,,,18.855,0.018,16.933,0.005,15.92,0.01,16.1,0.01,15.49,0.01,14.54,14.224,14.059,0.041,0.056,0.06
J053759.74+282950.0,84.498945,28.49723,,,,,,,II,HII-region,,,19.865,0.032,17.963,0.006,16.96,0.01,17.14,0.01,16.51,0.01,15.56,15.025,14.984,0.043,0.063,0.103
J053812.00+282850.3,84.550036,28.480654,14.505,0.032,14.745,0.046,14.491,0.065,II,HII-region,,,19.38,0.024,17.474,0.005,16.54,0.01,16.71,0.01,16.1,0.01,15.097,14.745,14.491,0.035,0.046,0.065
J053935.07+302723.2,84.896149,30.456464,13.903,0.055,14.331,0.036,14.182,0.052,II,HII-region,,,19.634,0.029,17.524,0.005,16.32,0.01,16.56,0.01,15.81,0.01,14.708,14.331,14.182,0.03,0.036,0.052
J035644.16+521853.7,59.184004,52.314944,12.747,0.023,12.966,0.033,12.885,0.03,II,HII-region,,,16.745,0.007,15.235,0.003,14.19,0.0,14.36,0.0,13.94,0.0,13.234,12.966,12.885,0.026,0.033,0.03
J035521.34+522345.9,58.838927,52.396099,12.005,0.024,12.181,0.029,12.078,0.025,II,HII-region,,,16.005,0.006,14.552,0.004,13.49,0.0,13.74,0.0,13.23,0.0,12.523,12.181,12.078,0.023,0.029,0.025
J064038.79+082226.8,100.16164,8.3741321,12.104,0.023,12.321,0.023,12.164,0.019,II,HII-region,,,16.359,0.007,15.367,0.006,13.62,0.0,13.87,0.0,13.42,0.0,12.618,12.321,12.164,0.022,0.023,0.019
J063954.64+093335.8,99.977706,9.559957,10.966,0.023,11.536,0.023,11.191,0.019,II,HII-region,Star in Cluster,,20.065,0.043,17.161,0.005,14.94,0.0,15.34,0.0,14.12,0.0,12.135,11.536,11.191,0.026,0.023,0.019
J063959.52+101814.0,99.998029,10.303898,11.785,0.023,11.973,0.026,11.908,0.023,II,HII-region,,,15.988,0.009,15.547,0.015,13.0,0.0,13.16,0.0,12.78,0.0,12.167,11.973,11.908,0.026,0.026,0.023
J064108.31+102408.1,100.28466,10.402258,8.268,0.023,9.331,0.024,8.658,0.023,II,HII-region,,,21.713,0.133,21.633,0.047,17.0,0.01,17.7,0.01,15.2,0.0,11.054,9.331,8.658,0.022,0.024,0.023
J064456.94+102038.5,101.23725,10.344043,11.895,0.023,12.066,0.022,11.945,0.027,II,HII-region,,,16.302,0.009,14.37,0.006,13.27,0.0,13.52,0.0,13.04,0.0,12.366,12.066,11.945,0.024,0.022,0.027
J064419.41+091835.6,101.0809,9.309909,11.828,0.024,12.114,0.023,11.919,0.023,II,HII-region,,,17.305,0.01,15.13,0.004,13.98,0.0,14.21,0.0,13.57,0.0,12.417,12.114,11.919,0.026,0.023,0.023
J064501.81+092610.8,101.25758,9.4363599,11.389,0.022,11.427,0.023,11.405,0.025,II,HII-region,Star in Cluster,,14.959,0.007,12.989,0.001,12.29,0.0,12.65,0.0,12.19,0.0,11.656,11.427,11.405,0.022,0.023,0.025
J064339.72+094445.9,100.91552,9.7460899,12.258,0.022,12.427,0.026,12.271,0.024,II,HII-region,,,16.11,0.008,15.915,0.013,13.55,0.0,13.69,0.0,13.29,0.0,12.612,12.427,12.271,0.024,0.026,0.024
J064354.65+093730.2,100.97772,9.6250592,12.626,0.028,12.727,0.036,12.574,0.034,II,HII-region,,,15.642,0.005,14.166,0.003,13.6,0.0,13.76,0.0,13.48,0.0,12.888,12.727,12.574,0.034,0.036,0.034
J064414.95+085245.2,101.0623,8.879237,12.06,0.022,12.249,0.025,12.118,0.021,II,HII-region,,,16.095,0.006,15.178,0.014,13.4,0.0,13.57,0.0,13.17,0.0,12.453,12.249,12.118,0.023,0.025,0.021
J064250.26+085228.6,100.70942,8.874624,11.519,0.024,11.785,0.023,11.661,0.021,II,HII-region,,,16.417,0.008,15.014,0.017,13.24,0.0,13.43,0.0,12.84,0.0,12.03,11.785,11.661,0.026,0.023,0.021
J064810.54+093841.5,102.04394,9.64488,11.478,0.022,11.604,0.025,11.546,0.024,II,HII-region,Star in Cluster,,14.69,0.005,12.519,0.002,11.96,0.0,12.11,0.0,11.92,0.0,11.622,11.604,11.546,0.024,0.025,0.024
J064807.92+092226.6,102.03301,9.3740633,13.214,0.025,13.276,0.029,13.241,0.035,II,HII-region,,,15.212,0.005,14.112,0.003,13.69,0.0,13.77,0.0,13.66,0.0,13.365,13.276,13.241,0.026,0.029,0.035
J064714.49+111155.7,101.81039,11.19881,13.272,0.024,13.376,0.032,13.253,0.039,II,HII-region,,,15.482,0.008,14.096,0.004,13.69,0.0,13.83,0.0,13.67,0.0,13.409,13.376,13.253,0.026,0.032,0.039
J064812.93+102409.2,102.05389,10.402571,12.614,0.024,12.749,0.025,12.681,0.027,II,HII-region,,,15.274,0.006,16.722,0.016,13.26,0.0,13.35,0.0,13.11,0.0,12.848,12.749,12.681,0.028,0.025,0.027
J064802.35+101231.8,102.00983,10.208847,12.355,0.024,12.466,0.025,12.406,0.029,II,HII-region,,,15.853,0.005,14.438,0.003,13.57,0.0,13.86,0.0,13.46,0.0,12.787,12.466,12.406,0.026,0.025,0.029
J063711.99+093405.2,99.299981,9.5681304,12.148,0.023,12.394,0.029,12.284,0.029,II,HII-region,,,15.785,0.008,15.42,0.013,13.28,0.0,13.41,0.0,13.1,0.0,12.528,12.394,12.284,0.026,0.029,0.029
J064601.57+112446.1,101.50655,11.412815,12.343,0.024,12.508,0.027,12.452,0.026,II,HII-region,,,15.54,0.005,19.171,0.025,13.49,0.0,13.73,0.0,13.31,0.0,12.764,12.508,12.452,0.023,0.027,0.026
J063952.65+103040.6,99.969414,10.511299,12.124,0.023,12.364,0.026,12.254,0.026,II,HII-region,,,16.15,0.007,14.643,0.005,13.42,0.0,13.59,0.0,13.17,0.0,12.482,12.364,12.254,0.026,0.026,0.026
J063953.22+102710.5,99.971777,10.452942,11.894,0.022,12.106,0.024,11.989,0.024,II,HII-region,,,16.418,0.008,14.732,0.005,13.39,0.0,13.55,0.0,13.07,0.0,12.338,12.106,11.989,0.029,0.024,0.024
J064459.80+105113.7,101.24918,10.853832,11.944,0.024,12.195,0.021,12.15,0.027,II,HII-region,,,16.353,0.009,14.577,0.011,13.39,0.0,13.56,0.0,13.14,0.0,12.47,12.195,12.15,0.024,0.021,0.027
J064130.26+103855.1,100.37609,10.648652,11.431,0.022,11.764,0.024,11.589,0.021,II,HII-region,Star in Cluster,,16.469,0.008,14.661,0.005,13.18,0.0,13.35,0.0,12.76,0.0,11.941,11.764,11.589,0.022,0.024,0.021
J064116.29+103832.0,100.31789,10.642248,11.745,0.022,12.067,0.023,11.859,0.024,II,HII-region,,,17.752,0.011,15.51,0.004,14.12,0.0,14.41,0.0,13.65,0.0,12.416,12.067,11.859,0.023,0.023,0.024
J064522.10+104653.0,101.34212,10.781392,12.349,0.028,12.635,0.031,12.503,0.035,II,HII-region,,,16.077,0.006,14.352,0.003,13.7,0.0,13.86,0.0,13.47,0.0,12.825,12.635,12.503,0.028,0.031,0.035
J064501.41+104246.2,101.25591,10.712834,11.84,0.024,11.999,0.024,11.91,0.026,II,HII-region,Star,,15.896,0.006,15.082,0.011,13.11,0.0,13.28,0.0,12.88,0.0,12.209,11.999,11.91,0.022,0.024,0.026
J063738.83+081454.6,99.411832,8.2485042,12.615,0.025,12.755,0.022,12.662,0.024,II,HII-region,,,15.643,0.005,14.121,0.003,13.65,0.0,13.75,0.0,13.41,0.0,12.892,12.755,12.662,0.026,0.022,0.024
J064334.99+091907.3,100.8958,9.3187209,12.277,0.024,12.43,0.03,12.326,0.029,II,HII-region,,,16.279,0.007,14.669,0.005,13.68,0.0,13.87,0.0,13.46,0.0,12.67,12.43,12.326,0.024,0.03,0.029
J064059.21+101929.0,100.24671,10.324742,12.182,0.023,12.272,0.023,12.247,0.027,II,HII-region,,,20.946,0.175,15.032,0.006,13.36,0.0,13.62,0.0,13.16,0.0,12.638,12.272,12.247,0.023,0.023,0.027
J064147.30+100427.4,100.44711,10.074302,9.953,0.022,10.59,0.029,10.223,0.023,II,HII-region,,,20.547,0.061,17.832,0.006,14.92,0.0,15.51,0.0,14.01,0.0,11.629,10.59,10.223,0.029,0.029,0.023
J064358.58+100104.2,100.99409,10.017845,12.283,0.024,12.49,0.024,12.405,0.026,II,HII-region,,,15.929,0.006,14.256,0.003,13.5,0.0,13.66,0.0,13.3,0.0,12.663,12.49,12.405,0.027,0.024,0.026
J064443.62+094645.2,101.18176,9.7792471,12.316,0.024,12.412,0.025,12.293,0.027,II,HII-region,Star in Cluster,,15.304,0.005,14.123,0.006,13.11,0.0,13.24,0.0,13.03,0.0,12.547,12.412,12.293,0.022,0.025,0.027
J064329.59+095111.0,100.87333,9.8530598,11.963,0.023,12.103,0.023,12.016,0.024,II,HII-region,Star in Cluster,,15.468,0.007,13.686,0.001,13.1,0.0,13.23,0.0,12.89,0.0,12.274,12.103,12.016,0.022,0.023,0.024
J064426.75+093358.7,101.11149,9.5663161,12.535,0.023,12.664,0.024,12.56,0.024,II,HII-region,,,15.953,0.005,14.283,0.003,13.66,0.0,13.85,0.0,13.53,0.0,12.86,12.664,12.56,0.026,0.024,0.024
J064352.91+092854.1,100.97046,9.4817176,12.575,0.023,12.793,0.029,12.62,0.029,II,HII-region,,,15.906,0.006,14.696,0.009,13.69,0.0,13.8,0.0,13.54,0.0,12.925,12.793,12.62,0.026,0.029,0.029
J064350.31+093659.4,100.95964,9.6165058,12.59,0.023,12.705,0.024,12.702,0.029,II,HII-region,,,15.543,0.005,14.021,0.003,13.51,0.0,13.68,0.0,13.43,0.0,12.868,12.705,12.702,0.027,0.024,0.029
J064400.23+093351.9,101.00098,9.5644324,12.812,0.023,12.972,0.024,12.845,0.027,II,HII-region,,,15.612,0.005,14.172,0.003,13.8,0.0,13.91,0.0,13.68,0.0,13.106,12.972,12.845,0.027,0.024,0.027
J064313.98+090455.6,100.80825,9.0821124,12.054,0.022,12.185,0.026,12.101,0.027,II,HII-region,Star in Cluster,,15.3,0.005,14.847,0.011,13.06,0.0,13.23,0.0,12.86,0.0,12.302,12.185,12.101,0.026,0.026,0.027
J064427.62+085501.7,101.11509,8.9171651,11.918,0.023,12.074,0.022,11.989,0.026,II,HII-region,,,16.061,0.007,16.273,0.014,13.23,0.0,13.45,0.0,13.0,0.0,12.29,12.074,11.989,0.023,0.022,0.026
J064457.31+085725.0,101.23882,8.9569615,12.402,0.024,12.571,0.026,12.468,0.028,II,HII-region,,,16.32,0.007,14.948,0.006,13.68,0.0,13.83,0.0,13.44,0.0,12.757,12.571,12.468,0.022,0.026,0.028
J064441.47+090058.2,101.1728,9.016182,12.367,0.023,12.564,0.026,12.426,0.034,II,HII-region,,,16.348,0.007,14.644,0.005,13.6,0.0,13.77,0.0,13.4,0.0,12.739,12.564,12.426,0.024,0.026,0.034
J064249.88+085216.6,100.70784,8.8713008,10.458,0.024,10.76,0.023,10.544,0.021,II,HII-region,,,16.419,0.007,14.349,0.004,12.79,0.0,13.09,0.0,12.23,0.0,11.097,10.76,10.544,0.026,0.023,0.021
J064807.89+095301.7,102.03289,9.883824,11.958,0.024,12.064,0.027,11.987,0.021,II,HII-region,,,15.069,0.006,15.314,0.012,12.78,0.0,12.96,0.0,12.61,0.0,12.203,12.064,11.987,0.023,0.027,0.021
J064714.49+111155.7,101.81039,11.198816,13.272,0.024,13.376,0.032,13.253,0.039,II,HII-region,,,15.482,0.008,14.096,0.004,13.69,0.0,13.83,0.0,13.67,0.0,13.409,13.376,13.253,0.026,0.032,0.039
J064727.06+102921.0,101.86277,10.489176,13.076,0.025,13.163,0.03,13.048,0.034,II,HII-region,,,15.431,0.005,14.025,0.003,13.78,0.0,13.88,0.0,13.65,0.0,13.279,13.163,13.048,0.024,0.03,0.034
J064834.28+101057.2,102.14285,10.182575,11.929,0.024,11.989,0.022,11.938,0.024,II,HII-region,Star in Cluster,,14.886,0.005,14.859,0.01,12.44,0.0,12.64,0.0,12.29,0.0,12.065,11.989,11.938,0.024,0.022,0.024
J064757.58+101202.1,101.98993,10.200605,12.628,0.024,12.759,0.025,12.647,0.026,II,HII-region,Star in Cluster,,15.438,0.005,14.445,0.009,13.33,0.0,13.45,0.0,13.24,0.0,12.827,12.759,12.647,0.023,0.025,0.026
J063742.06+093139.5,99.425287,9.5276505,12.25,0.024,12.407,0.023,12.292,0.023,II,HII-region,,,15.977,0.008,14.646,0.003,13.52,0.0,13.78,0.0,13.35,0.0,12.678,12.407,12.292,0.024,0.023,0.023
J063734.85+093336.0,99.395242,9.5600091,11.96,0.025,12.113,0.027,12.034,0.026,II,HII-region,Star in Cluster,,15.431,0.008,13.537,0.001,12.95,0.0,13.08,0.0,12.8,0.0,12.289,12.113,12.034,0.023,0.027,0.026
J063631.80+094248.3,99.132505,9.7134269,12.112,0.023,12.242,0.024,12.155,0.029,II,HII-region,,,15.396,0.005,14.032,0.003,13.25,0.0,13.45,0.0,13.08,0.0,12.451,12.242,12.155,0.024,0.024,0.029
J063915.10+091508.8,99.81293,9.252466,11.967,0.024,12.176,0.026,12.082,0.026,II,HII-region,,,16.344,0.008,15.343,0.008,13.51,0.0,13.77,0.0,13.21,0.0,12.458,12.176,12.082,0.026,0.026,0.026
J064516.38+111700.6,101.31825,11.283526,12.522,0.024,12.641,0.025,12.556,0.027,II,HII-region,,,16.324,0.007,14.797,0.005,13.54,0.0,13.66,0.0,13.33,0.0,12.799,12.641,12.556,0.023,0.025,0.027
J064427.82+112054.5,101.11593,11.348497,12.128,0.024,12.275,0.027,12.168,0.026,II,HII-region,,,15.991,0.006,16.2,0.013,13.56,0.0,13.71,0.0,13.29,0.0,12.502,12.275,12.168,0.024,0.027,0.026
J064607.84+112224.6,101.53268,11.373526,12.048,0.023,12.179,0.025,12.124,0.029,II,HII-region,,,16.156,0.007,14.785,0.005,13.22,0.0,13.38,0.0,12.99,0.0,12.373,12.179,12.124,0.023,0.025,0.029
J063645.23+095234.4,99.18846,9.8762493,11.489,0.024,11.702,0.023,11.583,0.023,II,HII-region,White Dwarf Candidate,,17.104,0.013,15.661,0.01,13.3,0.0,13.61,0.0,13.09,0.0,12.12,11.702,11.583,0.023,0.023,0.023
J063853.32+094951.8,99.722184,9.8310616,11.577,0.022,11.812,0.024,11.694,0.021,II,HII-region,,,15.56,0.006,15.227,0.011,12.93,0.0,13.16,0.0,12.69,0.0,11.99,11.812,11.694,0.026,0.024,0.021
J064021.90+103755.0,100.09129,10.631955,11.352,0.024,11.569,0.022,11.432,0.019,II,HII-region,,,16.868,0.009,14.987,0.005,13.33,0.0,13.52,0.0,12.89,0.0,11.85,11.569,11.432,0.023,0.022,0.019
J063924.67+103058.3,99.852804,10.516211,12.011,0.023,12.228,0.027,12.086,0.024,II,HII-region,,,16.197,0.007,14.587,0.004,13.42,0.0,13.57,0.0,13.11,0.0,12.419,12.228,12.086,0.024,0.027,0.024
J063744.84+103106.0,99.436865,10.518354,12.192,0.024,12.387,0.022,12.273,0.027,II,HII-region,,,16.029,0.006,14.866,0.008,13.58,0.0,13.76,0.0,13.34,0.0,12.616,12.387,12.273,0.024,0.022,0.027
J064158.02+102828.4,100.49176,10.474559,12.176,0.024,12.398,0.027,12.281,0.026,II,HII-region,,,16.391,0.009,16.532,0.025,13.59,0.0,13.75,0.0,13.28,0.0,12.563,12.398,12.281,0.023,0.027,0.026
